SIMULATION NAME,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown
PROJECTION,S,E,I,R,All exposed,Daily exposed,Daily new cases,Daily recovered,Daily deaths,All cases,All recovered,All deaths,Active cases
Date,,,,,,,,,,,,,
2020-03-20 00:09:12.245180438,65490952.04937796,418034.05549481185,133302.04881083625,357712.8463163781,909048.9506220262,139411.8280020653,746.6209255844932,96.0772737187187,38.400706451413434,3843.8864505284205,479.8428735477256,192.36512269460565,3171.678454286089
2020-03-21 00:09:12.245180438,65343295.723775275,469090.7722983643,154333.46516759464,433281.03875876166,1056705.2762247205,147656.3256026943,912.4296017848694,119.88248378600053,47.813365399600585,4756.31605231329,599.7253573337262,240.17848809420622,3916.412206885358
2020-03-22 00:09:12.245180438,65193052.9368155,512527.1723290564,174404.57370255183,520016.317152884,1206948.0631844923,150242.78695977177,1106.3646679210003,149.4106714218309,59.41945172669784,5862.680720234291,749.136028755557,299.59793982090406,4813.94675165783
2020-03-23 00:09:12.245180438,65046729.37274725,543746.2185162571,192892.87566137454,616632.5330751128,1353271.6272527445,146323.56406825222,1328.522318444222,185.91599740860866,73.65525275139501,7191.203038678513,935.0520261641657,373.2531925722991,5882.897819942048
2020-03-24 00:09:12.245180438,64906880.822161466,563049.2723960672,207866.50767722895,722204.3977652281,1493120.177838524,139848.5505857796,1576.7855355614267,230.84686445982982,90.99820029404646,8767.98857423994,1165.8988906239956,464.25139286634555,7137.838290749599
2020-03-25 00:09:12.245180438,64773151.04524525,573162.7898764284,218970.4282024777,834716.7366758307,1626849.9547547367,133729.77691621264,1846.5041128504517,285.82472642628534,111.94476047856287,10614.492687090391,1451.723617050281,576.1961533449085,8586.572916695202
2020-03-26 00:09:12.245180438,64642669.24037446,578400.0984845059,226828.23366956256,952103.4274714588,1757331.759625527,130481.80487079034,2130.817255268526,352.58697242130876,136.97513105760066,12745.309942358917,1804.3105894715898,713.1712844025092,10227.828068484818
2020-03-27 00:09:12.245180438,64512224.36304398,582597.5907135828,232302.2341833898,1072876.8120590367,1887776.6369560093,130444.87733048224,2421.591393816405,432.8815341258559,166.5055035466882,15166.901336175322,2237.1921235974455,879.6767879491974,12050.032424628678
2020-03-28 00:09:12.245180438,64380266.47791704,587368.3780922906,236203.53265013438,1196162.611340529,2019734.5220829542,131957.88512694486,2710.671928280082,528.3064773494027,200.83292853811525,17877.573264455405,2765.4986009468485,1080.5097164873127,14031.564947021243
2020-03-29 00:09:12.245180438,64246500.962853886,592943.4736914121,239079.61150744997,1321476.9519472457,2153500.0371461078,133765.51506315358,2990.997694682375,640.1006221042339,240.0820758711614,20868.570959137778,3405.5992230510824,1320.591792358474,16142.379943728221
