SIMULATION NAME,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,UK lockdown,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline,Unconstrained baseline
PROJECTION,All exposed,Daily exposed,Daily cases,Daily recovered,Daily deaths,All cases,All recovered,All deaths,Active cases,All exposed,Daily exposed,Daily cases,Daily recovered,Daily deaths,All cases,All recovered,All deaths,Active cases
Date,,,,,,,,,,,,,,,,,,
2020-08-13,20485803.19593863,50535.59765250608,3007.6978144707446,2535.932689027307,1278.570788378425,872688.1420252771,564276.9755758918,276756.1933036992,31654.97314568615,62295578.18133652,0.006037086248397827,0.0018815839215284183,0.006045295326684052,0.0032394512543512024,2741005.386653522,1836473.5814380813,904531.7624799056,0.04273553506936878
2020-08-14,20534984.761990815,49181.566052187234,2929.5403352130415,2474.6608698630052,1247.8966279031579,875617.6823604902,566751.6364457548,278004.08993160236,30861.955983133055,62295578.18648972,0.005153201520442963,0.001603770537837958,0.005152621607563305,0.002761089250531317,2741005.3882572926,1836473.5865907029,904531.7652409949,0.036425594822503626
2020-08-15,20582728.685105182,47743.92311436683,2852.9277877412987,2414.3489080659456,1217.693268807593,878470.6101482315,569165.9853538207,279221.78320040996,30082.841594000813,62295578.190888695,0.004398971796035767,0.0013669590604548434,0.00439178205718539,0.002353379327470888,2741005.3896242515,1836473.5909824849,904531.7675943741,0.03104739252012223
2020-08-16,20629053.87151112,46325.18640593812,2777.8550125359475,2355.007762520515,1187.9690380391335,881248.4651607674,571520.9931163412,280409.7522384491,29317.719805977133,62295578.19463527,0.0037465766072273254,0.0011651059957375597,0.003743304855992457,0.002005884949947802,2741005.3907893575,1836473.5947257897,904531.7696002591,0.026463308604434133
2020-08-17,20674135.628817342,45081.75730622187,2704.31781099427,2296.6460528061516,1158.7286902467372,883952.7829717617,573817.6391691474,281568.4809286959,28566.662873918423,62295578.19782145,0.0031861811876296997,0.0009930564539464644,0.0031905934084116064,0.0017097104047480109,2741005.3917824137,1836473.597916383,904531.7713099696,0.022556061041541398
2020-08-18,20718051.375497483,43915.746680140495,2632.3239237899006,2239.2712579869526,1129.9744605209903,886585.1068955516,576056.9104271343,282698.4553892169,27829.74107920041,62295578.20053891,0.0027174577116966248,0.0008464121304748772,0.0027195020305184987,0.0014572741297569853,2741005.3926288257,1836473.600635885,904531.7727672437,0.01922569703310728
2020-08-19,20760766.967194416,42715.59169693291,2561.87677318732,2182.8905115396965,1101.707795143361,889146.9836687389,578239.8009386739,283800.16318436025,27107.01954570471,62295578.20285817,0.0023192614316940308,0.0007214228588490359,0.0023179742300164542,0.0012421149861281898,2741005.3933502487,1836473.6029538594,904531.7740093586,0.01638703071512282
2020-08-20,20802150.995271824,41384.02807740867,2492.9556394075644,2127.5108311914446,1073.9306372814476,891639.9393081465,580367.3117698653,284874.0938216417,26398.533716639446,62295578.20483754,0.0019793659448623657,0.0006148923974999177,0.001975734494840068,0.0010587265482871274,2741005.393965141,1836473.6049295939,904531.7750680852,0.013967461884021759
2020-08-21,20842294.016297773,40143.02102594823,2425.5274443503304,2073.1389171934434,1046.6458886327482,894065.4667524968,582440.4506870587,285920.73971027444,25704.2763551636,62295578.20652312,0.0016855821013450623,0.0005240955793612841,0.001684025623068103,0.0009024157140026549,2741005.3944892366,1836473.6066136195,904531.7759705009,0.011905116261914372
2020-08-22,20881362.183325235,39068.167027462274,2359.5791415635413,2019.7808182357503,1019.8571989840043,896425.0458940603,584460.2315052944,286940.59690925846,25024.21747950738,62295578.2079553,0.001432180404663086,0.0004467081639112191,0.0014353847026948945,0.0007691825354279955,2741005.3949359446,1836473.608049004,904531.7767396835,0.010147257009521127
